Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,YYYY-mm,week,Week of the Year
188264,Lightning Charging Cable,1,14.95,2019-04-30 21:21:00,"962 Madison St, Austin, TX 73301",2019-04,18.0,18
188231,USB-C Charging Cable,1,11.95,2019-04-30 15:35:00,"632 Chestnut St, New York City, NY 10001",2019-04,18.0,18
188308,AAA Batteries (4-pack),4,2.99,2019-04-30 17:03:00,"470 Meadow St, San Francisco, CA 94016",2019-04,18.0,18
188312,AA Batteries (4-pack),2,3.84,2019-04-30 09:34:00,"292 Walnut St, Boston, MA 02215",2019-04,18.0,18
188321,Wired Headphones,1,11.99,2019-04-30 10:22:00,"365 Dogwood St, Seattle, WA 98101",2019-04,18.0,18
188282,USB-C Charging Cable,1,11.95,2019-04-30 17:28:00,"718 Washington St, Dallas, TX 75001",2019-04,18.0,18
188200,AAA Batteries (4-pack),1,2.99,2019-04-29 19:54:00,"487 4th St, Boston, MA 02215",2019-04,18.0,18
188113,AAA Batteries (4-pack),1,2.99,2019-04-29 22:13:00,"977 Cherry St, Los Angeles, CA 90001",2019-04,18.0,18
188113,USB-C Charging Cable,1,11.95,2019-04-29 22:13:00,"977 Cherry St, Los Angeles, CA 90001",2019-04,18.0,18
188178,Apple Airpods Headphones,1,150.0,2019-04-29 16:08:00,"470 Highland St, Dallas, TX 75001",2019-04,18.0,18
188176,AA Batteries (4-pack),1,3.84,2019-04-30 08:44:00,"504 5th St, San Francisco, CA 94016",2019-04,18.0,18
188198,AA Batteries (4-pack),1,3.84,2019-04-30 13:08:00,"349 14th St, Los Angeles, CA 90001",2019-04,18.0,18
188184,Lightning Charging Cable,1,14.95,2019-04-29 17:04:00,"769 Willow St, New York City, NY 10001",2019-04,18.0,18
188145,AA Batteries (4-pack),1,3.84,2019-04-29 21:53:00,"152 Maple St, San Francisco, CA 94016",2019-04,18.0,18
188154,Wired Headphones,1,11.99,2019-04-29 05:13:00,"551 Jefferson St, New York City, NY 10001",2019-04,18.0,18
188517,Lightning Charging Cable,1,14.95,2019-04-29 13:51:00,"332 Chestnut St, San Francisco, CA 94016",2019-04,18.0,18
188529,Wired Headphones,1,11.99,2019-04-30 18:02:00,"611 Maple St, New York City, NY 10001",2019-04,18.0,18
188489,AAA Batteries (4-pack),1,2.99,2019-04-30 16:08:00,"889 Johnson St, Atlanta, GA 30301",2019-04,18.0,18
188488,AAA Batteries (4-pack),1,2.99,2019-04-30 12:26:00,"737 Dogwood St, Seattle, WA 98101",2019-04,18.0,18
188506,AA Batteries (4-pack),1,3.84,2019-04-30 02:30:00,"385 Ridge St, New York City, NY 10001",2019-04,18.0,18
188504,AA Batteries (4-pack),3,3.84,2019-04-29 18:37:00,"684 11th St, San Francisco, CA 94016",2019-04,18.0,18
188573,AAA Batteries (4-pack),2,2.99,2019-04-29 16:40:00,"943 11th St, Seattle, WA 98101",2019-04,18.0,18
188556,Lightning Charging Cable,1,14.95,2019-04-30 23:49:00,"212 Wilson St, San Francisco, CA 94016",2019-04,18.0,18
188571,27in FHD Monitor,1,149.99,2019-04-30 15:39:00,"997 7th St, San Francisco, CA 94016",2019-04,18.0,18
188397,USB-C Charging Cable,1,11.95,2019-04-30 08:21:00,"173 8th St, Los Angeles, CA 90001",2019-04,18.0,18
188357,USB-C Charging Cable,1,11.95,2019-04-30 19:56:00,"95 Highland St, Seattle, WA 98101",2019-04,18.0,18
188455,USB-C Charging Cable,1,11.95,2019-04-29 19:40:00,"982 Cedar St, San Francisco, CA 94016",2019-04,18.0,18
188440,USB-C Charging Cable,1,11.95,2019-04-30 16:34:00,"971 River St, Los Angeles, CA 90001",2019-04,18.0,18
188413,AAA Batteries (4-pack),1,2.99,2019-04-30 11:51:00,"528 Johnson St, New York City, NY 10001",2019-04,18.0,18
187700,Wired Headphones,1,11.99,2019-04-30 14:17:00,"111 Meadow St, Atlanta, GA 30301",2019-04,18.0,18
187718,USB-C Charging Cable,1,11.95,2019-04-29 21:14:00,"731 14th St, New York City, NY 10001",2019-04,18.0,18
187691,Apple Airpods Headphones,1,150.0,2019-04-30 10:14:00,"986 Main St, San Francisco, CA 94016",2019-04,18.0,18
187762,AAA Batteries (4-pack),1,2.99,2019-04-30 19:23:00,"255 Cherry St, San Francisco, CA 94016",2019-04,18.0,18
187779,AAA Batteries (4-pack),1,2.99,2019-04-29 20:48:00,"783 Maple St, Seattle, WA 98101",2019-04,18.0,18
187740,AA Batteries (4-pack),3,3.84,2019-04-30 01:58:00,"77 South St, Atlanta, GA 30301",2019-04,18.0,18
187586,AAA Batteries (4-pack),2,2.99,2019-04-30 09:54:00,"885 Church St, Los Angeles, CA 90001",2019-04,18.0,18
187555,Apple Airpods Headphones,1,150.0,2019-04-30 20:13:00,"968 Center St, Atlanta, GA 30301",2019-04,18.0,18
187599,AA Batteries (4-pack),1,3.84,2019-04-29 23:50:00,"327 Ridge St, San Francisco, CA 94016",2019-04,18.0,18
187795,Lightning Charging Cable,1,14.95,2019-04-30 10:47:00,"696 Willow St, Atlanta, GA 30301",2019-04,18.0,18
187994,Lightning Charging Cable,1,14.95,2019-04-29 18:41:00,"551 River St, Los Angeles, CA 90001",2019-04,18.0,18
187993,Lightning Charging Cable,1,14.95,2019-04-30 23:24:00,"130 Jackson St, Los Angeles, CA 90001",2019-04,18.0,18
187986,USB-C Charging Cable,1,11.95,2019-04-29 14:43:00,"861 Adams St, Los Angeles, CA 90001",2019-04,18.0,18
187940,Wired Headphones,1,11.99,2019-04-30 16:06:00,"869 Sunset St, San Francisco, CA 94016",2019-04,18.0,18
188038,Lightning Charging Cable,1,14.95,2019-04-30 02:43:00,"133 Chestnut St, Portland, OR 97035",2019-04,18.0,18
188037,27in FHD Monitor,1,149.99,2019-04-30 13:53:00,"273 Church St, New York City, NY 10001",2019-04,18.0,18
188036,USB-C Charging Cable,1,11.95,2019-04-29 07:16:00,"68 Lakeview St, Seattle, WA 98101",2019-04,18.0,18
188056,AA Batteries (4-pack),1,3.84,2019-04-29 14:27:00,"592 13th St, Portland, OR 97035",2019-04,18.0,18
187934,Wired Headphones,1,11.99,2019-04-29 11:50:00,"415 Jefferson St, Seattle, WA 98101",2019-04,18.0,18
188017,Lightning Charging Cable,1,14.95,2019-04-30 18:14:00,"857 Spruce St, Portland, OR 97035",2019-04,18.0,18
188604,Bose SoundSport Headphones,1,99.99,2019-04-30 07:49:00,"582 14th St, New York City, NY 10001",2019-04,18.0,18
187801,USB-C Charging Cable,1,11.95,2019-04-29 16:13:00,"219 7th St, Los Angeles, CA 90001",2019-04,18.0,18
187913,Apple Airpods Headphones,1,150.0,2019-04-30 17:03:00,"677 Elm St, Dallas, TX 75001",2019-04,18.0,18
187916,Wired Headphones,1,11.99,2019-04-29 15:48:00,"28 Dogwood St, Atlanta, GA 30301",2019-04,18.0,18
187919,Wired Headphones,2,11.99,2019-04-30 18:31:00,"54 6th St, New York City, NY 10001",2019-04,18.0,18
187880,Apple Airpods Headphones,1,150.0,2019-04-30 11:17:00,"190 Center St, Atlanta, GA 30301",2019-04,18.0,18
187888,Wired Headphones,2,11.99,2019-04-30 19:20:00,"387 12th St, San Francisco, CA 94016",2019-04,18.0,18
189344,27in FHD Monitor,1,149.99,2019-04-30 18:09:00,"950 River St, Los Angeles, CA 90001",2019-04,18.0,18
189298,27in FHD Monitor,1,149.99,2019-04-30 06:24:00,"882 14th St, New York City, NY 10001",2019-04,18.0,18
189315,AA Batteries (4-pack),1,3.84,2019-04-29 20:55:00,"351 Meadow St, San Francisco, CA 94016",2019-04,18.0,18
189401,USB-C Charging Cable,1,11.95,2019-04-30 08:35:00,"223 Park St, Boston, MA 02215",2019-04,18.0,18
189405,Wired Headphones,1,11.99,2019-04-29 09:46:00,"382 6th St, San Francisco, CA 94016",2019-04,18.0,18
189418,USB-C Charging Cable,1,11.95,2019-04-30 20:21:00,"642 13th St, New York City, NY 10001",2019-04,18.0,18
189165,USB-C Charging Cable,1,11.95,2019-04-30 10:26:00,"75 Hickory St, San Francisco, CA 94016",2019-04,18.0,18
189221,Bose SoundSport Headphones,1,99.99,2019-04-30 13:08:00,"14 Sunset St, Dallas, TX 75001",2019-04,18.0,18
189272,Lightning Charging Cable,1,14.95,2019-04-29 18:27:00,"252 Ridge St, Los Angeles, CA 90001",2019-04,18.0,18
189255,AA Batteries (4-pack),2,3.84,2019-04-30 17:53:00,"637 Cherry St, Los Angeles, CA 90001",2019-04,18.0,18
189605,USB-C Charging Cable,1,11.95,2019-04-30 20:44:00,"961 South St, Austin, TX 73301",2019-04,18.0,18
189616,Lightning Charging Cable,1,14.95,2019-04-29 16:37:00,"639 1st St, Dallas, TX 75001",2019-04,18.0,18
189618,USB-C Charging Cable,1,11.95,2019-04-30 23:41:00,"246 Spruce St, Seattle, WA 98101",2019-04,18.0,18
189602,AA Batteries (4-pack),1,3.84,2019-04-29 06:29:00,"924 Cherry St, Dallas, TX 75001",2019-04,18.0,18
189672,Wired Headphones,1,11.99,2019-04-30 20:17:00,"500 Hickory St, Portland, OR 97035",2019-04,18.0,18
189681,AA Batteries (4-pack),1,3.84,2019-04-29 19:26:00,"254 14th St, San Francisco, CA 94016",2019-04,18.0,18
189681,Bose SoundSport Headphones,1,99.99,2019-04-29 19:26:00,"254 14th St, San Francisco, CA 94016",2019-04,18.0,18
189693,Bose SoundSport Headphones,1,99.99,2019-04-30 18:46:00,"431 Meadow St, Los Angeles, CA 90001",2019-04,18.0,18
