Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,YYYY-mm,week,Week of the Year
300160,Wired Headphones,1,11.99,2019-12-25 18:11:00,"170 Hill St, San Francisco, CA 94016",2019-12,52.0,52
300167,Wired Headphones,1,11.99,2019-12-25 20:21:00,"487 Jackson St, Los Angeles, CA 90001",2019-12,52.0,52
300191,AA Batteries (4-pack),1,3.84,2019-12-25 21:41:00,"182 6th St, San Francisco, CA 94016",2019-12,52.0,52
300189,Bose SoundSport Headphones,1,99.99,2019-12-24 14:36:00,"583 Ridge St, Portland, OR 97035",2019-12,52.0,52
300184,Wired Headphones,2,11.99,2019-12-25 12:38:00,"953 Wilson St, New York City, NY 10001",2019-12,52.0,52
300178,27in FHD Monitor,1,149.99,2019-12-29 07:49:00,"138 1st St, Atlanta, GA 30301",2019-12,52.0,52
300124,Bose SoundSport Headphones,1,99.99,2019-12-28 12:55:00,"698 12th St, New York City, NY 10001",2019-12,52.0,52
300123,Wired Headphones,1,11.99,2019-12-26 20:53:00,"146 River St, Boston, MA 02215",2019-12,52.0,52
300115,Lightning Charging Cable,1,14.95,2019-12-27 11:06:00,"292 Adams St, Boston, MA 02215",2019-12,52.0,52
300110,AAA Batteries (4-pack),2,2.99,2019-12-24 18:49:00,"130 North St, Dallas, TX 75001",2019-12,52.0,52
300143,USB-C Charging Cable,1,11.95,2019-12-28 20:07:00,"478 Jackson St, New York City, NY 10001",2019-12,52.0,52
300142,AA Batteries (4-pack),1,3.84,2019-12-24 14:51:00,"799 14th St, Los Angeles, CA 90001",2019-12,52.0,52
300109,Wired Headphones,1,11.99,2019-12-23 16:00:00,"852 Elm St, San Francisco, CA 94016",2019-12,52.0,52
300269,AA Batteries (4-pack),2,3.84,2019-12-23 15:23:00,"91 Chestnut St, Boston, MA 02215",2019-12,52.0,52
300290,USB-C Charging Cable,1,11.95,2019-12-28 22:10:00,"662 4th St, Dallas, TX 75001",2019-12,52.0,52
300283,Lightning Charging Cable,1,14.95,2019-12-29 06:53:00,"109 Pine St, Dallas, TX 75001",2019-12,52.0,52
300273,Wired Headphones,1,11.99,2019-12-28 14:49:00,"845 Hill St, Portland, OR 97035",2019-12,52.0,52
300248,Wired Headphones,1,11.99,2019-12-27 14:16:00,"531 13th St, San Francisco, CA 94016",2019-12,52.0,52
300217,Bose SoundSport Headphones,1,99.99,2019-12-28 19:22:00,"588 7th St, Los Angeles, CA 90001",2019-12,52.0,52
300211,AA Batteries (4-pack),2,3.84,2019-12-23 19:42:00,"386 13th St, New York City, NY 10001",2019-12,52.0,52
300207,Wired Headphones,1,11.99,2019-12-27 10:01:00,"91 Washington St, Seattle, WA 98101",2019-12,52.0,52
300201,Wired Headphones,1,11.99,2019-12-24 12:32:00,"108 Highland St, Portland, OR 97035",2019-12,52.0,52
300236,USB-C Charging Cable,1,11.95,2019-12-26 20:22:00,"736 Jackson St, Atlanta, GA 30301",2019-12,52.0,52
300231,AAA Batteries (4-pack),2,2.99,2019-12-23 07:35:00,"793 Lakeview St, Austin, TX 73301",2019-12,52.0,52
300226,Lightning Charging Cable,1,14.95,2019-12-29 11:14:00,"560 1st St, Dallas, TX 75001",2019-12,52.0,52
300225,Wired Headphones,1,11.99,2019-12-27 12:04:00,"413 6th St, San Francisco, CA 94016",2019-12,52.0,52
299987,USB-C Charging Cable,1,11.95,2019-12-24 22:30:00,"998 13th St, Dallas, TX 75001",2019-12,52.0,52
299983,Wired Headphones,1,11.99,2019-12-24 13:45:00,"581 Center St, New York City, NY 10001",2019-12,52.0,52
299980,Apple Airpods Headphones,1,150.0,2019-12-24 16:33:00,"119 Johnson St, Atlanta, GA 30301",2019-12,52.0,52
299976,AA Batteries (4-pack),3,3.84,2019-12-28 10:04:00,"325 5th St, Atlanta, GA 30301",2019-12,52.0,52
299974,AA Batteries (4-pack),1,3.84,2019-12-28 11:05:00,"755 North St, San Francisco, CA 94016",2019-12,52.0,52
299973,Apple Airpods Headphones,1,150.0,2019-12-24 16:16:00,"652 Madison St, Portland, OR 97035",2019-12,52.0,52
299989,Lightning Charging Cable,1,14.95,2019-12-25 20:41:00,"502 Maple St, New York City, NY 10001",2019-12,52.0,52
300009,Apple Airpods Headphones,1,150.0,2019-12-27 17:01:00,"972 2nd St, Atlanta, GA 30301",2019-12,52.0,52
