Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,YYYY-mm,week,Week of the Year
154358,Bose SoundSport Headphones,1,99.99,2019-02-28 19:42:00,"219 Maple St, San Francisco, CA 94016",2019-02,9.0,9
154331,USB-C Charging Cable,1,11.95,2019-02-28 15:50:00,"722 9th St, Boston, MA 02215",2019-02,9.0,9
154329,Lightning Charging Cable,1,14.95,2019-02-27 09:19:00,"943 Dogwood St, San Francisco, CA 94016",2019-02,9.0,9
154326,Wired Headphones,1,11.99,2019-02-28 14:50:00,"108 10th St, Seattle, WA 98101",2019-02,9.0,9
154363,Apple Airpods Headphones,1,150.0,2019-02-26 22:44:00,"308 Lincoln St, San Francisco, CA 94016",2019-02,9.0,9
154357,AAA Batteries (4-pack),1,2.99,2019-02-25 22:29:00,"538 7th St, Los Angeles, CA 90001",2019-02,9.0,9
154319,Lightning Charging Cable,1,14.95,2019-02-28 15:15:00,"855 Johnson St, New York City, NY 10001",2019-02,9.0,9
154309,Apple Airpods Headphones,1,150.0,2019-02-25 19:20:00,"71 River St, Boston, MA 02215",2019-02,9.0,9
154307,Bose SoundSport Headphones,1,99.99,2019-02-25 19:46:00,"583 8th St, Austin, TX 73301",2019-02,9.0,9
154433,AAA Batteries (4-pack),1,2.99,2019-02-28 14:21:00,"113 Adams St, Dallas, TX 75001",2019-02,9.0,9
154429,AAA Batteries (4-pack),1,2.99,2019-02-28 22:02:00,"596 6th St, Boston, MA 02215",2019-02,9.0,9
154420,AA Batteries (4-pack),2,3.84,2019-02-27 21:25:00,"554 11th St, Los Angeles, CA 90001",2019-02,9.0,9
154419,USB-C Charging Cable,1,11.95,2019-02-27 18:11:00,"849 Spruce St, Boston, MA 02215",2019-02,9.0,9
154434,AA Batteries (4-pack),1,3.84,2019-02-26 19:24:00,"269 11th St, Dallas, TX 75001",2019-02,9.0,9
154441,Wired Headphones,1,11.99,2019-02-25 19:06:00,"409 River St, San Francisco, CA 94016",2019-02,9.0,9
154386,USB-C Charging Cable,1,11.95,2019-02-28 17:00:00,"535 Walnut St, Atlanta, GA 30301",2019-02,9.0,9
154389,Lightning Charging Cable,2,14.95,2019-02-28 11:45:00,"190 8th St, Los Angeles, CA 90001",2019-02,9.0,9
154404,Wired Headphones,1,11.99,2019-02-28 22:19:00,"559 Wilson St, Austin, TX 73301",2019-02,9.0,9
154398,27in FHD Monitor,1,149.99,2019-02-25 12:24:00,"784 Adams St, Atlanta, GA 30301",2019-02,9.0,9
154395,Apple Airpods Headphones,1,150.0,2019-02-27 22:36:00,"30 Forest St, Boston, MA 02215",2019-02,9.0,9
154401,Apple Airpods Headphones,1,150.0,2019-02-26 18:44:00,"211 Lakeview St, Dallas, TX 75001",2019-02,9.0,9
154155,USB-C Charging Cable,1,11.95,2019-02-27 12:14:00,"456 Lakeview St, Los Angeles, CA 90001",2019-02,9.0,9
154153,Lightning Charging Cable,1,14.95,2019-02-26 19:53:00,"226 Lincoln St, San Francisco, CA 94016",2019-02,9.0,9
154148,27in FHD Monitor,1,149.99,2019-02-28 18:21:00,"229 4th St, San Francisco, CA 94016",2019-02,9.0,9
154146,AAA Batteries (4-pack),1,2.99,2019-02-27 19:24:00,"469 Johnson St, Portland, ME 04101",2019-02,9.0,9
154182,AA Batteries (4-pack),1,3.84,2019-02-28 13:52:00,"708 Highland St, Atlanta, GA 30301",2019-02,9.0,9
154176,Wired Headphones,2,11.99,2019-02-27 08:51:00,"825 Ridge St, San Francisco, CA 94016",2019-02,9.0,9
154117,Wired Headphones,1,11.99,2019-02-28 16:47:00,"456 14th St, San Francisco, CA 94016",2019-02,9.0,9
154115,Bose SoundSport Headphones,1,99.99,2019-02-26 11:46:00,"490 12th St, Los Angeles, CA 90001",2019-02,9.0,9
154458,Apple Airpods Headphones,1,150.0,2019-02-27 16:03:00,"880 Wilson St, Atlanta, GA 30301",2019-02,9.0,9
154121,Bose SoundSport Headphones,1,99.99,2019-02-26 21:51:00,"927 Park St, Seattle, WA 98101",2019-02,9.0,9
154251,AAA Batteries (4-pack),2,2.99,2019-02-26 15:36:00,"704 Jefferson St, Dallas, TX 75001",2019-02,9.0,9
154237,AA Batteries (4-pack),1,3.84,2019-02-26 00:41:00,"415 Pine St, Austin, TX 73301",2019-02,9.0,9
