Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,YYYY-mm,week,Week of the Year
188267,AA Batteries (4-pack),1,3.84,2019-04-08 11:35:00,"757 13th St, Los Angeles, CA 90001",2019-04,15.0,15
188237,Wired Headphones,1,11.99,2019-04-13 20:13:00,"464 Center St, Los Angeles, CA 90001",2019-04,15.0,15
188214,AA Batteries (4-pack),2,3.84,2019-04-11 16:34:00,"86 Park St, Los Angeles, CA 90001",2019-04,15.0,15
188213,Wired Headphones,1,11.99,2019-04-10 15:53:00,"381 Center St, San Francisco, CA 94016",2019-04,15.0,15
188212,USB-C Charging Cable,1,11.95,2019-04-11 11:16:00,"451 Willow St, San Francisco, CA 94016",2019-04,15.0,15
188208,AA Batteries (4-pack),1,3.84,2019-04-11 21:53:00,"775 9th St, Atlanta, GA 30301",2019-04,15.0,15
188204,Wired Headphones,1,11.99,2019-04-14 13:27:00,"746 Johnson St, Atlanta, GA 30301",2019-04,15.0,15
188221,AAA Batteries (4-pack),1,2.99,2019-04-09 13:43:00,"140 River St, New York City, NY 10001",2019-04,15.0,15
188203,Lightning Charging Cable,1,14.95,2019-04-08 14:34:00,"386 Chestnut St, Boston, MA 02215",2019-04,15.0,15
188311,27in FHD Monitor,1,149.99,2019-04-10 10:13:00,"430 Jefferson St, Los Angeles, CA 90001",2019-04,15.0,15
188316,Apple Airpods Headphones,1,150.0,2019-04-09 00:47:00,"392 Walnut St, Seattle, WA 98101",2019-04,15.0,15
188317,Lightning Charging Cable,1,14.95,2019-04-11 18:04:00,"917 Madison St, San Francisco, CA 94016",2019-04,15.0,15
188323,27in FHD Monitor,1,149.99,2019-04-09 15:16:00,"206 Jackson St, Los Angeles, CA 90001",2019-04,15.0,15
188325,Lightning Charging Cable,1,14.95,2019-04-12 10:06:00,"319 Elm St, Atlanta, GA 30301",2019-04,15.0,15
188280,27in FHD Monitor,1,149.99,2019-04-13 00:53:00,"987 14th St, Portland, OR 97035",2019-04,15.0,15
188278,USB-C Charging Cable,1,11.95,2019-04-14 20:53:00,"204 Maple St, Seattle, WA 98101",2019-04,15.0,15
188274,Lightning Charging Cable,1,14.95,2019-04-12 21:35:00,"390 Jefferson St, Portland, OR 97035",2019-04,15.0,15
188271,USB-C Charging Cable,1,11.95,2019-04-11 15:42:00,"805 Jefferson St, Los Angeles, CA 90001",2019-04,15.0,15
188302,USB-C Charging Cable,1,11.95,2019-04-09 18:25:00,"68 Elm St, New York City, NY 10001",2019-04,15.0,15
188295,USB-C Charging Cable,1,11.95,2019-04-13 16:50:00,"186 Jefferson St, Portland, OR 97035",2019-04,15.0,15
188294,AAA Batteries (4-pack),2,2.99,2019-04-13 08:49:00,"580 Lincoln St, New York City, NY 10001",2019-04,15.0,15
188110,Wired Headphones,1,11.99,2019-04-10 17:05:00,"94 11th St, Los Angeles, CA 90001",2019-04,15.0,15
188111,27in FHD Monitor,1,149.99,2019-04-08 15:03:00,"896 Lakeview St, Los Angeles, CA 90001",2019-04,15.0,15
188122,Lightning Charging Cable,1,14.95,2019-04-13 19:03:00,"352 Ridge St, Los Angeles, CA 90001",2019-04,15.0,15
188118,USB-C Charging Cable,1,11.95,2019-04-13 17:18:00,"796 7th St, Los Angeles, CA 90001",2019-04,15.0,15
188081,AA Batteries (4-pack),1,3.84,2019-04-11 12:32:00,"297 Wilson St, San Francisco, CA 94016",2019-04,15.0,15
188079,Apple Airpods Headphones,1,150.0,2019-04-13 18:16:00,"981 6th St, Seattle, WA 98101",2019-04,15.0,15
188082,Bose SoundSport Headphones,1,99.99,2019-04-14 14:05:00,"373 Walnut St, New York City, NY 10001",2019-04,15.0,15
188072,Apple Airpods Headphones,1,150.0,2019-04-12 22:01:00,"606 Meadow St, Seattle, WA 98101",2019-04,15.0,15
188093,Apple Airpods Headphones,1,150.0,2019-04-10 21:48:00,"733 14th St, Boston, MA 02215",2019-04,15.0,15
188092,Wired Headphones,1,11.99,2019-04-10 07:18:00,"587 Forest St, San Francisco, CA 94016",2019-04,15.0,15
188130,Bose SoundSport Headphones,1,99.99,2019-04-12 23:06:00,"376 Ridge St, Atlanta, GA 30301",2019-04,15.0,15
188131,Wired Headphones,1,11.99,2019-04-08 14:51:00,"415 Cedar St, Seattle, WA 98101",2019-04,15.0,15
188169,AA Batteries (4-pack),2,3.84,2019-04-10 18:52:00,"281 Elm St, New York City, NY 10001",2019-04,15.0,15
188167,USB-C Charging Cable,2,11.95,2019-04-10 07:11:00,"282 Cedar St, Atlanta, GA 30301",2019-04,15.0,15
188194,Bose SoundSport Headphones,1,99.99,2019-04-11 19:14:00,"412 1st St, Atlanta, GA 30301",2019-04,15.0,15
188193,AAA Batteries (4-pack),1,2.99,2019-04-11 10:37:00,"648 Forest St, San Francisco, CA 94016",2019-04,15.0,15
188142,AA Batteries (4-pack),2,3.84,2019-04-13 19:01:00,"127 Main St, Los Angeles, CA 90001",2019-04,15.0,15
188158,Lightning Charging Cable,1,14.95,2019-04-08 00:57:00,"453 West St, San Francisco, CA 94016",2019-04,15.0,15
188157,USB-C Charging Cable,1,11.95,2019-04-13 12:37:00,"936 12th St, Los Angeles, CA 90001",2019-04,15.0,15
188340,Bose SoundSport Headphones,1,99.99,2019-04-12 23:17:00,"386 Center St, Boston, MA 02215",2019-04,15.0,15
188521,27in FHD Monitor,1,149.99,2019-04-11 18:42:00,"836 2nd St, Portland, OR 97035",2019-04,15.0,15
188524,Wired Headphones,1,11.99,2019-04-08 19:21:00,"719 Hickory St, San Francisco, CA 94016",2019-04,15.0,15
188536,AA Batteries (4-pack),1,3.84,2019-04-13 18:47:00,"575 Jefferson St, Dallas, TX 75001",2019-04,15.0,15
188531,AA Batteries (4-pack),1,3.84,2019-04-08 05:22:00,"522 Maple St, Austin, TX 73301",2019-04,15.0,15
188509,AAA Batteries (4-pack),1,2.99,2019-04-11 10:17:00,"280 Washington St, San Francisco, CA 94016",2019-04,15.0,15
188487,Lightning Charging Cable,1,14.95,2019-04-13 12:19:00,"714 Johnson St, Los Angeles, CA 90001",2019-04,15.0,15
188480,USB-C Charging Cable,1,11.95,2019-04-13 13:31:00,"133 13th St, Boston, MA 02215",2019-04,15.0,15
188493,Wired Headphones,1,11.99,2019-04-13 12:15:00,"444 Forest St, Seattle, WA 98101",2019-04,15.0,15
188503,Wired Headphones,1,11.99,2019-04-08 12:17:00,"279 14th St, Boston, MA 02215",2019-04,15.0,15
188497,Lightning Charging Cable,1,14.95,2019-04-12 20:25:00,"814 Hickory St, Los Angeles, CA 90001",2019-04,15.0,15
188496,USB-C Charging Cable,1,11.95,2019-04-11 08:30:00,"579 Wilson St, New York City, NY 10001",2019-04,15.0,15
188581,Lightning Charging Cable,1,14.95,2019-04-09 16:03:00,"626 Lakeview St, Boston, MA 02215",2019-04,15.0,15
188590,AA Batteries (4-pack),3,3.84,2019-04-10 15:48:00,"666 4th St, New York City, NY 10001",2019-04,15.0,15
188601,USB-C Charging Cable,2,11.95,2019-04-11 00:31:00,"474 7th St, New York City, NY 10001",2019-04,15.0,15
188600,USB-C Charging Cable,1,11.95,2019-04-11 18:34:00,"528 5th St, New York City, NY 10001",2019-04,15.0,15
188598,USB-C Charging Cable,1,11.95,2019-04-12 09:05:00,"796 Highland St, Seattle, WA 98101",2019-04,15.0,15
188595,Wired Headphones,1,11.99,2019-04-10 16:01:00,"272 12th St, Los Angeles, CA 90001",2019-04,15.0,15
188552,USB-C Charging Cable,2,11.95,2019-04-14 16:55:00,"60 8th St, Seattle, WA 98101",2019-04,15.0,15
188550,Lightning Charging Cable,1,14.95,2019-04-12 11:48:00,"863 Adams St, San Francisco, CA 94016",2019-04,15.0,15
188544,Wired Headphones,1,11.99,2019-04-11 19:48:00,"895 Ridge St, San Francisco, CA 94016",2019-04,15.0,15
188543,AAA Batteries (4-pack),1,2.99,2019-04-10 21:57:00,"117 Dogwood St, San Francisco, CA 94016",2019-04,15.0,15
188572,AA Batteries (4-pack),1,3.84,2019-04-09 00:13:00,"354 Washington St, Los Angeles, CA 90001",2019-04,15.0,15
188569,AA Batteries (4-pack),1,3.84,2019-04-12 17:30:00,"802 Meadow St, San Francisco, CA 94016",2019-04,15.0,15
188557,Bose SoundSport Headphones,1,99.99,2019-04-08 23:54:00,"870 Cedar St, New York City, NY 10001",2019-04,15.0,15
188380,Bose SoundSport Headphones,1,99.99,2019-04-14 18:48:00,"344 2nd St, Los Angeles, CA 90001",2019-04,15.0,15
188381,Wired Headphones,1,11.99,2019-04-14 16:53:00,"245 West St, Los Angeles, CA 90001",2019-04,15.0,15
188382,Wired Headphones,1,11.99,2019-04-12 20:15:00,"686 Hickory St, San Francisco, CA 94016",2019-04,15.0,15
188402,AA Batteries (4-pack),1,3.84,2019-04-14 18:03:00,"63 14th St, Dallas, TX 75001",2019-04,15.0,15
188372,AA Batteries (4-pack),2,3.84,2019-04-11 13:15:00,"301 7th St, San Francisco, CA 94016",2019-04,15.0,15
188340,Wired Headphones,1,11.99,2019-04-12 23:17:00,"386 Center St, Boston, MA 02215",2019-04,15.0,15
188367,Bose SoundSport Headphones,1,99.99,2019-04-11 09:09:00,"723 Main St, New York City, NY 10001",2019-04,15.0,15
188364,AA Batteries (4-pack),1,3.84,2019-04-13 14:23:00,"28 River St, New York City, NY 10001",2019-04,15.0,15
188449,AA Batteries (4-pack),1,3.84,2019-04-10 01:33:00,"494 11th St, Los Angeles, CA 90001",2019-04,15.0,15
188447,AA Batteries (4-pack),1,3.84,2019-04-14 08:22:00,"447 7th St, San Francisco, CA 94016",2019-04,15.0,15
188467,AA Batteries (4-pack),1,3.84,2019-04-13 20:36:00,"18 Willow St, Dallas, TX 75001",2019-04,15.0,15
188464,USB-C Charging Cable,1,11.95,2019-04-11 06:48:00,"428 7th St, San Francisco, CA 94016",2019-04,15.0,15
188460,Lightning Charging Cable,1,14.95,2019-04-10 09:54:00,"136 Park St, Los Angeles, CA 90001",2019-04,15.0,15
188419,Wired Headphones,1,11.99,2019-04-08 07:26:00,"199 Elm St, Dallas, TX 75001",2019-04,15.0,15
188414,Bose SoundSport Headphones,1,99.99,2019-04-09 19:59:00,"279 Chestnut St, Atlanta, GA 30301",2019-04,15.0,15
188408,Lightning Charging Cable,1,14.95,2019-04-13 13:37:00,"582 Johnson St, Austin, TX 73301",2019-04,15.0,15
188436,USB-C Charging Cable,1,11.95,2019-04-10 16:25:00,"708 7th St, New York City, NY 10001",2019-04,15.0,15
188426,Wired Headphones,1,11.99,2019-04-09 13:46:00,"662 Walnut St, Los Angeles, CA 90001",2019-04,15.0,15
188425,Lightning Charging Cable,2,14.95,2019-04-13 02:07:00,"717 Church St, New York City, NY 10001",2019-04,15.0,15
187697,Wired Headphones,1,11.99,2019-04-11 21:15:00,"610 Hickory St, Atlanta, GA 30301",2019-04,15.0,15
187698,Wired Headphones,1,11.99,2019-04-10 16:22:00,"765 Lake St, San Francisco, CA 94016",2019-04,15.0,15
187702,Wired Headphones,1,11.99,2019-04-09 10:14:00,"381 2nd St, Seattle, WA 98101",2019-04,15.0,15
187707,Wired Headphones,1,11.99,2019-04-10 12:18:00,"513 Johnson St, San Francisco, CA 94016",2019-04,15.0,15
187693,Lightning Charging Cable,1,14.95,2019-04-14 13:41:00,"678 Meadow St, Los Angeles, CA 90001",2019-04,15.0,15
187710,AA Batteries (4-pack),1,3.84,2019-04-09 20:00:00,"874 Park St, San Francisco, CA 94016",2019-04,15.0,15
187669,Lightning Charging Cable,1,14.95,2019-04-11 11:33:00,"42 Highland St, Los Angeles, CA 90001",2019-04,15.0,15
187667,Lightning Charging Cable,1,14.95,2019-04-10 11:44:00,"584 12th St, Los Angeles, CA 90001",2019-04,15.0,15
187661,AA Batteries (4-pack),1,3.84,2019-04-13 17:56:00,"653 Lakeview St, New York City, NY 10001",2019-04,15.0,15
187673,AA Batteries (4-pack),2,3.84,2019-04-12 18:31:00,"772 Meadow St, San Francisco, CA 94016",2019-04,15.0,15
187675,AAA Batteries (4-pack),1,2.99,2019-04-12 07:41:00,"999 North St, Seattle, WA 98101",2019-04,15.0,15
187688,Wired Headphones,1,11.99,2019-04-13 22:14:00,"199 14th St, Boston, MA 02215",2019-04,15.0,15
187685,AA Batteries (4-pack),1,3.84,2019-04-08 13:26:00,"133 Cherry St, New York City, NY 10001",2019-04,15.0,15
