Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,YYYY-mm,week,Week of the Year
227495,27in FHD Monitor,1,149.99,2019-07-18 12:02:00,"537 11th St, Boston, MA 02215",2019-07,29.0,29
227493,Apple Airpods Headphones,1,150.0,2019-07-18 12:23:00,"582 1st St, New York City, NY 10001",2019-07,29.0,29
227492,AA Batteries (4-pack),2,3.84,2019-07-20 17:40:00,"187 9th St, Boston, MA 02215",2019-07,29.0,29
227486,USB-C Charging Cable,1,11.95,2019-07-16 11:08:00,"323 Highland St, New York City, NY 10001",2019-07,29.0,29
227485,Lightning Charging Cable,1,14.95,2019-07-15 13:24:00,"805 Spruce St, Boston, MA 02215",2019-07,29.0,29
227482,Wired Headphones,1,11.99,2019-07-21 15:10:00,"206 13th St, Boston, MA 02215",2019-07,29.0,29
227480,AA Batteries (4-pack),1,3.84,2019-07-17 23:12:00,"127 Dogwood St, San Francisco, CA 94016",2019-07,29.0,29
227472,AA Batteries (4-pack),3,3.84,2019-07-18 19:28:00,"325 Hill St, San Francisco, CA 94016",2019-07,29.0,29
227510,AAA Batteries (4-pack),1,2.99,2019-07-17 14:24:00,"682 1st St, San Francisco, CA 94016",2019-07,29.0,29
227503,Lightning Charging Cable,1,14.95,2019-07-18 00:02:00,"193 Hill St, New York City, NY 10001",2019-07,29.0,29
227440,USB-C Charging Cable,2,11.95,2019-07-16 14:00:00,"744 11th St, Boston, MA 02215",2019-07,29.0,29
227436,Apple Airpods Headphones,1,150.0,2019-07-16 22:14:00,"772 12th St, Seattle, WA 98101",2019-07,29.0,29
227432,AAA Batteries (4-pack),1,2.99,2019-07-20 17:41:00,"699 West St, San Francisco, CA 94016",2019-07,29.0,29
227458,Bose SoundSport Headphones,1,99.99,2019-07-18 21:38:00,"546 River St, Portland, OR 97035",2019-07,29.0,29
227444,Apple Airpods Headphones,1,150.0,2019-07-15 13:03:00,"129 4th St, Los Angeles, CA 90001",2019-07,29.0,29
227453,Apple Airpods Headphones,1,150.0,2019-07-20 12:19:00,"252 Main St, Los Angeles, CA 90001",2019-07,29.0,29
227451,Lightning Charging Cable,1,14.95,2019-07-19 09:39:00,"336 Madison St, San Francisco, CA 94016",2019-07,29.0,29
227447,AA Batteries (4-pack),1,3.84,2019-07-15 11:25:00,"535 Sunset St, San Francisco, CA 94016",2019-07,29.0,29
227601,27in FHD Monitor,1,149.99,2019-07-21 15:26:00,"776 1st St, Seattle, WA 98101",2019-07,29.0,29
227595,Bose SoundSport Headphones,1,99.99,2019-07-15 15:08:00,"227 Forest St, San Francisco, CA 94016",2019-07,29.0,29
227582,Bose SoundSport Headphones,1,99.99,2019-07-20 11:44:00,"206 Willow St, New York City, NY 10001",2019-07,29.0,29
227605,Bose SoundSport Headphones,1,99.99,2019-07-17 19:18:00,"428 Maple St, Boston, MA 02215",2019-07,29.0,29
227618,USB-C Charging Cable,1,11.95,2019-07-21 15:48:00,"725 Church St, San Francisco, CA 94016",2019-07,29.0,29
227614,Bose SoundSport Headphones,1,99.99,2019-07-17 07:53:00,"309 9th St, Austin, TX 73301",2019-07,29.0,29
227613,Lightning Charging Cable,1,14.95,2019-07-15 12:22:00,"323 Park St, New York City, NY 10001",2019-07,29.0,29
227608,AAA Batteries (4-pack),3,2.99,2019-07-17 13:32:00,"519 Jefferson St, Los Angeles, CA 90001",2019-07,29.0,29
227543,Bose SoundSport Headphones,1,99.99,2019-07-18 07:03:00,"648 Lake St, San Francisco, CA 94016",2019-07,29.0,29
227542,Apple Airpods Headphones,1,150.0,2019-07-21 23:01:00,"618 Meadow St, San Francisco, CA 94016",2019-07,29.0,29
227541,Bose SoundSport Headphones,1,99.99,2019-07-15 16:54:00,"730 Lakeview St, Austin, TX 73301",2019-07,29.0,29
227539,AA Batteries (4-pack),3,3.84,2019-07-16 13:00:00,"747 Walnut St, Boston, MA 02215",2019-07,29.0,29
227538,AAA Batteries (4-pack),2,2.99,2019-07-19 11:22:00,"16 Lakeview St, Atlanta, GA 30301",2019-07,29.0,29
227566,27in FHD Monitor,1,149.99,2019-07-16 21:11:00,"597 Washington St, San Francisco, CA 94016",2019-07,29.0,29
227558,Lightning Charging Cable,1,14.95,2019-07-17 11:19:00,"516 Main St, Boston, MA 02215",2019-07,29.0,29
227556,27in FHD Monitor,1,149.99,2019-07-17 11:31:00,"321 Forest St, San Francisco, CA 94016",2019-07,29.0,29
227556,USB-C Charging Cable,1,11.95,2019-07-17 11:31:00,"321 Forest St, San Francisco, CA 94016",2019-07,29.0,29
227278,Lightning Charging Cable,1,14.95,2019-07-15 15:00:00,"48 Pine St, Austin, TX 73301",2019-07,29.0,29
227274,AAA Batteries (4-pack),1,2.99,2019-07-16 08:28:00,"79 Highland St, Seattle, WA 98101",2019-07,29.0,29
227271,USB-C Charging Cable,1,11.95,2019-07-20 23:36:00,"763 Lake St, Los Angeles, CA 90001",2019-07,29.0,29
227258,Bose SoundSport Headphones,1,99.99,2019-07-18 04:34:00,"178 River St, San Francisco, CA 94016",2019-07,29.0,29
227304,Wired Headphones,1,11.99,2019-07-17 12:01:00,"946 Center St, New York City, NY 10001",2019-07,29.0,29
227299,Bose SoundSport Headphones,1,99.99,2019-07-16 15:43:00,"894 Cherry St, Los Angeles, CA 90001",2019-07,29.0,29
227292,Wired Headphones,1,11.99,2019-07-19 15:18:00,"933 5th St, Portland, OR 97035",2019-07,29.0,29
227289,AAA Batteries (4-pack),1,2.99,2019-07-21 15:57:00,"263 Hill St, San Francisco, CA 94016",2019-07,29.0,29
227288,AAA Batteries (4-pack),1,2.99,2019-07-19 21:39:00,"642 Hickory St, San Francisco, CA 94016",2019-07,29.0,29
227285,USB-C Charging Cable,1,11.95,2019-07-21 07:26:00,"126 Forest St, San Francisco, CA 94016",2019-07,29.0,29
227208,Wired Headphones,1,11.99,2019-07-20 12:43:00,"816 9th St, New York City, NY 10001",2019-07,29.0,29
227206,USB-C Charging Cable,2,11.95,2019-07-18 23:40:00,"265 11th St, Portland, OR 97035",2019-07,29.0,29
227204,Wired Headphones,1,11.99,2019-07-21 13:17:00,"311 Highland St, Los Angeles, CA 90001",2019-07,29.0,29
227203,Bose SoundSport Headphones,1,99.99,2019-07-21 10:42:00,"276 9th St, San Francisco, CA 94016",2019-07,29.0,29
227227,AA Batteries (4-pack),1,3.84,2019-07-21 14:29:00,"906 Willow St, Dallas, TX 75001",2019-07,29.0,29
227250,Bose SoundSport Headphones,1,99.99,2019-07-17 09:10:00,"794 Chestnut St, Los Angeles, CA 90001",2019-07,29.0,29
227245,Wired Headphones,1,11.99,2019-07-15 04:14:00,"511 Madison St, Boston, MA 02215",2019-07,29.0,29
227234,Apple Airpods Headphones,1,150.0,2019-07-15 20:53:00,"34 Cherry St, Los Angeles, CA 90001",2019-07,29.0,29
227309,AA Batteries (4-pack),1,3.84,2019-07-20 10:37:00,"881 Ridge St, New York City, NY 10001",2019-07,29.0,29
227390,USB-C Charging Cable,1,11.95,2019-07-16 04:56:00,"565 8th St, Atlanta, GA 30301",2019-07,29.0,29
227387,Bose SoundSport Headphones,1,99.99,2019-07-21 11:36:00,"666 Washington St, Boston, MA 02215",2019-07,29.0,29
227379,AA Batteries (4-pack),1,3.84,2019-07-17 14:07:00,"389 Lincoln St, Los Angeles, CA 90001",2019-07,29.0,29
227375,Bose SoundSport Headphones,1,99.99,2019-07-16 22:23:00,"325 Washington St, Boston, MA 02215",2019-07,29.0,29
227373,Lightning Charging Cable,1,14.95,2019-07-15 21:57:00,"905 Walnut St, Dallas, TX 75001",2019-07,29.0,29
227411,USB-C Charging Cable,1,11.95,2019-07-16 11:31:00,"638 Center St, Boston, MA 02215",2019-07,29.0,29
227407,AAA Batteries (4-pack),1,2.99,2019-07-17 20:00:00,"912 9th St, San Francisco, CA 94016",2019-07,29.0,29
227401,Wired Headphones,1,11.99,2019-07-20 07:12:00,"207 12th St, San Francisco, CA 94016",2019-07,29.0,29
227401,USB-C Charging Cable,1,11.95,2019-07-20 07:12:00,"207 12th St, San Francisco, CA 94016",2019-07,29.0,29
227402,Apple Airpods Headphones,1,150.0,2019-07-21 20:34:00,"143 Elm St, San Francisco, CA 94016",2019-07,29.0,29
227365,Bose SoundSport Headphones,1,99.99,2019-07-20 12:54:00,"253 Forest St, Austin, TX 73301",2019-07,29.0,29
227331,Apple Airpods Headphones,1,150.0,2019-07-20 22:04:00,"94 Hickory St, Austin, TX 73301",2019-07,29.0,29
227326,Apple Airpods Headphones,1,150.0,2019-07-17 22:50:00,"382 4th St, New York City, NY 10001",2019-07,29.0,29
227324,Lightning Charging Cable,1,14.95,2019-07-20 21:00:00,"401 Spruce St, Portland, ME 04101",2019-07,29.0,29
227323,Wired Headphones,1,11.99,2019-07-18 16:58:00,"214 Church St, New York City, NY 10001",2019-07,29.0,29
227336,Lightning Charging Cable,1,14.95,2019-07-17 17:41:00,"201 13th St, Austin, TX 73301",2019-07,29.0,29
227356,Bose SoundSport Headphones,1,99.99,2019-07-17 10:19:00,"855 11th St, Los Angeles, CA 90001",2019-07,29.0,29
227355,Wired Headphones,1,11.99,2019-07-17 08:30:00,"468 Elm St, Los Angeles, CA 90001",2019-07,29.0,29
227352,Lightning Charging Cable,1,14.95,2019-07-21 13:08:00,"186 9th St, Boston, MA 02215",2019-07,29.0,29
227347,AAA Batteries (4-pack),1,2.99,2019-07-20 10:52:00,"712 Hickory St, Austin, TX 73301",2019-07,29.0,29
227340,Apple Airpods Headphones,1,150.0,2019-07-21 00:48:00,"532 Center St, Boston, MA 02215",2019-07,29.0,29
227917,AA Batteries (4-pack),1,3.84,2019-07-18 08:23:00,"171 Sunset St, Los Angeles, CA 90001",2019-07,29.0,29
227903,Lightning Charging Cable,1,14.95,2019-07-19 17:34:00,"810 Center St, San Francisco, CA 94016",2019-07,29.0,29
227902,Bose SoundSport Headphones,1,99.99,2019-07-21 17:45:00,"88 Walnut St, San Francisco, CA 94016",2019-07,29.0,29
227946,Lightning Charging Cable,1,14.95,2019-07-16 15:03:00,"946 Madison St, Dallas, TX 75001",2019-07,29.0,29
227943,Wired Headphones,2,11.99,2019-07-21 19:57:00,"155 Walnut St, Boston, MA 02215",2019-07,29.0,29
227940,USB-C Charging Cable,1,11.95,2019-07-17 20:38:00,"925 14th St, Atlanta, GA 30301",2019-07,29.0,29
227936,AAA Batteries (4-pack),1,2.99,2019-07-15 11:37:00,"130 Ridge St, Austin, TX 73301",2019-07,29.0,29
227929,Apple Airpods Headphones,1,150.0,2019-07-21 07:37:00,"659 Chestnut St, Los Angeles, CA 90001",2019-07,29.0,29
227928,Wired Headphones,1,11.99,2019-07-19 19:54:00,"595 Cherry St, Boston, MA 02215",2019-07,29.0,29
227927,Bose SoundSport Headphones,1,99.99,2019-07-15 12:01:00,"275 Cedar St, Seattle, WA 98101",2019-07,29.0,29
227864,AAA Batteries (4-pack),2,2.99,2019-07-21 19:53:00,"950 Wilson St, Boston, MA 02215",2019-07,29.0,29
227858,Lightning Charging Cable,1,14.95,2019-07-16 09:07:00,"109 Hickory St, Austin, TX 73301",2019-07,29.0,29
227854,Apple Airpods Headphones,1,150.0,2019-07-19 13:52:00,"362 6th St, New York City, NY 10001",2019-07,29.0,29
227852,Lightning Charging Cable,2,14.95,2019-07-15 10:23:00,"64 Forest St, Atlanta, GA 30301",2019-07,29.0,29
227850,Wired Headphones,1,11.99,2019-07-18 14:08:00,"220 Hickory St, Boston, MA 02215",2019-07,29.0,29
227846,AA Batteries (4-pack),3,3.84,2019-07-16 20:30:00,"625 10th St, Dallas, TX 75001",2019-07,29.0,29
227947,AA Batteries (4-pack),1,3.84,2019-07-19 19:17:00,"541 12th St, Los Angeles, CA 90001",2019-07,29.0,29
227892,AA Batteries (4-pack),1,3.84,2019-07-18 16:16:00,"54 Highland St, Dallas, TX 75001",2019-07,29.0,29
227885,AA Batteries (4-pack),1,3.84,2019-07-15 14:41:00,"3 13th St, Portland, OR 97035",2019-07,29.0,29
227882,AA Batteries (4-pack),3,3.84,2019-07-17 19:22:00,"239 1st St, Boston, MA 02215",2019-07,29.0,29
227878,Wired Headphones,1,11.99,2019-07-16 20:06:00,"608 Forest St, Los Angeles, CA 90001",2019-07,29.0,29
228017,AA Batteries (4-pack),1,3.84,2019-07-21 14:35:00,"105 Highland St, San Francisco, CA 94016",2019-07,29.0,29
228016,Apple Airpods Headphones,1,150.0,2019-07-21 12:03:00,"328 River St, Los Angeles, CA 90001",2019-07,29.0,29
228014,AA Batteries (4-pack),1,3.84,2019-07-16 19:04:00,"12 Pine St, San Francisco, CA 94016",2019-07,29.0,29
228009,USB-C Charging Cable,1,11.95,2019-07-20 07:20:00,"16 Chestnut St, San Francisco, CA 94016",2019-07,29.0,29
228026,Apple Airpods Headphones,1,150.0,2019-07-18 23:18:00,"797 Wilson St, Seattle, WA 98101",2019-07,29.0,29
228032,Wired Headphones,1,11.99,2019-07-18 08:30:00,"273 Elm St, Los Angeles, CA 90001",2019-07,29.0,29
227973,Lightning Charging Cable,1,14.95,2019-07-21 18:55:00,"374 Pine St, Atlanta, GA 30301",2019-07,29.0,29
227964,AA Batteries (4-pack),1,3.84,2019-07-16 20:18:00,"289 11th St, New York City, NY 10001",2019-07,29.0,29
227958,AAA Batteries (4-pack),1,2.99,2019-07-20 21:09:00,"606 Church St, San Francisco, CA 94016",2019-07,29.0,29
227957,Bose SoundSport Headphones,1,99.99,2019-07-21 19:21:00,"44 5th St, Portland, OR 97035",2019-07,29.0,29
227996,USB-C Charging Cable,1,11.95,2019-07-15 18:32:00,"703 Willow St, Los Angeles, CA 90001",2019-07,29.0,29
227991,AA Batteries (4-pack),1,3.84,2019-07-18 14:10:00,"420 Spruce St, Boston, MA 02215",2019-07,29.0,29
227980,Lightning Charging Cable,1,14.95,2019-07-15 11:13:00,"123 Hickory St, Atlanta, GA 30301",2019-07,29.0,29
227979,AA Batteries (4-pack),1,3.84,2019-07-19 01:39:00,"661 River St, Boston, MA 02215",2019-07,29.0,29
227987,Apple Airpods Headphones,1,150.0,2019-07-18 03:41:00,"461 Ridge St, San Francisco, CA 94016",2019-07,29.0,29
227703,27in FHD Monitor,1,149.99,2019-07-20 06:57:00,"854 9th St, Seattle, WA 98101",2019-07,29.0,29
227696,27in FHD Monitor,1,149.99,2019-07-21 13:06:00,"806 9th St, New York City, NY 10001",2019-07,29.0,29
227689,AAA Batteries (4-pack),1,2.99,2019-07-15 23:05:00,"362 North St, New York City, NY 10001",2019-07,29.0,29
227735,AAA Batteries (4-pack),2,2.99,2019-07-17 09:16:00,"949 Hill St, Seattle, WA 98101",2019-07,29.0,29
227734,27in FHD Monitor,1,149.99,2019-07-18 20:11:00,"327 Meadow St, Dallas, TX 75001",2019-07,29.0,29
227729,AAA Batteries (4-pack),1,2.99,2019-07-21 00:38:00,"751 14th St, New York City, NY 10001",2019-07,29.0,29
227728,Wired Headphones,2,11.99,2019-07-17 21:01:00,"547 South St, Dallas, TX 75001",2019-07,29.0,29
227737,Bose SoundSport Headphones,1,99.99,2019-07-19 09:20:00,"602 Church St, Dallas, TX 75001",2019-07,29.0,29
227655,Bose SoundSport Headphones,1,99.99,2019-07-17 16:36:00,"306 Main St, Boston, MA 02215",2019-07,29.0,29
227651,AA Batteries (4-pack),1,3.84,2019-07-18 20:35:00,"657 Cherry St, Dallas, TX 75001",2019-07,29.0,29
227649,USB-C Charging Cable,1,11.95,2019-07-15 17:23:00,"8 1st St, Dallas, TX 75001",2019-07,29.0,29
227642,Apple Airpods Headphones,1,150.0,2019-07-20 15:13:00,"193 South St, Atlanta, GA 30301",2019-07,29.0,29
227641,Apple Airpods Headphones,1,150.0,2019-07-16 22:17:00,"811 Hill St, Portland, OR 97035",2019-07,29.0,29
227639,AAA Batteries (4-pack),1,2.99,2019-07-16 18:25:00,"656 Cedar St, Atlanta, GA 30301",2019-07,29.0,29
227660,27in FHD Monitor,1,149.99,2019-07-20 00:16:00,"71 Spruce St, Austin, TX 73301",2019-07,29.0,29
